School_ID,Student_ID,Year_level,Numeracy_score,Gender,First_Nations,Language_background,School_SES,Treatment
1100044,32,3,444.60001,0,0,1,1064,1
1100044,32,4,487.44012,0,0,1,1064,1
1100044,32,5,560.35217,0,0,1,1064,1
1100044,32,6,614.33313,0,0,1,1064,1
1100101,33,3,477.88,0,0,0,1115,1
1100101,33,4,551.39191,0,0,0,1115,1
1100101,33,5,619.79584,0,0,0,1115,1
1100101,33,6,676.888,0,0,0,1115,1
1100029,34,3,395.62,1,0,0,1055,0
1100029,34,4,462.54868,1,0,0,1055,0
1100029,34,5,505.36679,1,0,0,1055,0
1100029,34,6,541.29742,1,0,0,1055,0
1100024,35,3,347,1,0,1,986,1
1100024,35,4,475.18588,1,0,1,986,1
1100024,35,5,503.01382,1,0,1,986,1
1100024,35,6,596.42102,1,0,1,986,1
1100037,36,3,400.10001,0,0,0,1018,0
1100037,36,4,477.48352,0,0,0,1018,0
1100037,36,5,514.77875,0,0,0,1018,0
1100037,36,6,579.18097,0,0,0,1018,0
1100047,37,3,440.54001,0,0,0,1003,0
1100047,37,4,409.70227,0,0,0,1003,0
1100047,37,5,488.52441,0,0,0,1003,0
1100047,37,6,494.52142,0,0,0,1003,0
1100047,38,3,363.45999,1,0,0,1003,0
1100047,38,4,460.37863,1,0,0,1003,0
1100047,38,5,537.19391,1,0,0,1003,0
1100047,38,6,579.58173,1,0,0,1003,0
1100044,39,3,400.67999,1,0,1,1064,1
1100044,39,4,523.05396,1,0,1,1064,1
1100044,39,5,608.03094,1,0,1,1064,1
1100044,39,6,626.4632,1,0,1,1064,1
1100041,40,3,543.71997,0,0,0,1093,1
1100041,40,4,581.38928,0,0,0,1093,1
1100041,40,5,663.88324,0,0,0,1093,1
1100041,40,6,652.58582,0,0,0,1093,1
1100021,41,3,358.88,1,0,0,1180,1
1100021,41,4,507.86383,1,0,0,1180,1
1100021,41,5,533.72638,1,0,0,1180,1
1100021,41,6,601.05872,1,0,0,1180,1
1100059,42,3,363.57999,1,0,0,1147,0
1100059,42,4,435.74252,1,0,0,1147,0
1100059,42,5,488.27673,1,0,0,1147,0
1100059,42,6,552.91595,1,0,0,1147,0
1100081,43,3,413.56,0,1,0,999,0
1100081,43,4,401.66043,0,1,0,999,0
1100081,43,5,476.01645,0,1,0,999,0
1100081,43,6,506.59235,0,1,0,999,0
1100101,44,3,515.5,0,0,0,1115,1
1100101,44,4,611.3866,0,0,0,1115,1
1100101,44,5,621.77734,0,0,0,1115,1
1100101,44,6,691.70844,0,0,0,1115,1
1100044,45,3,324.84,1,0,1,1064,1
1100044,45,4,486.41891,1,0,1,1064,1
1100044,45,5,563.94354,1,0,1,1064,1
1100044,45,6,665.22321,1,0,1,1064,1
1100036,46,3,408.64001,1,0,0,1008,0
1100036,46,4,494.71606,1,0,0,1008,0
1100036,46,5,478.49329,1,0,0,1008,0
1100036,46,6,558.3587,1,0,0,1008,0
1100055,47,3,437.06,1,0,0,1151,0
1100055,47,4,540.54181,1,0,0,1151,0
1100055,47,5,559.98065,1,0,0,1151,0
1100055,47,6,633.4256,1,0,0,1151,0
1100052,48,3,419,1,0,0,1110,0
1100052,48,4,450.42209,1,0,0,1110,0
1100052,48,5,519.48462,1,0,0,1110,0
1100052,48,6,594.03912,1,0,0,1110,0
1100027,49,3,412.94,0,0,0,1052,0
1100027,49,4,451.57095,0,0,0,1052,0
1100027,49,5,485.42838,0,0,0,1052,0
1100027,49,6,524.82385,0,0,0,1052,0
1100127,50,3,403.01999,0,0,1,100,0
1100127,50,4,431.53012,0,0,1,100,0
1100127,50,5,487.90524,0,0,1,100,0
1100127,50,6,666.56885,0,0,1,100,0
1100055,51,3,398.45999,1,1,1,1151,0
1100055,51,4,459.48508,1,1,1,1151,0
1100055,51,5,495.21182,1,1,1,1151,0
1100055,51,6,556.89569,1,1,1,1151,0
1100029,52,3,343.78,1,0,0,1055,0
1100029,52,4,424.25415,1,0,0,1055,0
1100029,52,5,445.30389,1,0,0,1055,0
1100029,52,6,506.27988,1,0,0,1055,0
1100045,53,3,389.82001,1,1,0,1124,0
1100045,53,4,470.07993,1,1,0,1124,0
1100045,53,5,477.00723,1,1,0,1124,0
1100045,53,6,493.34305,1,1,0,1124,0
1100041,54,3,384.48001,0,0,1,1093,1
1100041,54,4,458.97452,0,0,1,1093,1
1100041,54,5,532.2403,0,0,1,1093,1
1100041,54,6,600.495,0,0,1,1093,1
1100055,55,3,527.26001,1,0,0,1151,0
1100055,55,4,617.51373,1,0,0,1151,0
1100055,55,5,689.88983,1,0,0,1151,0
1100055,55,6,703.13977,1,0,0,1151,0
1100073,56,3,464.14001,0,0,0,1028,1
1100073,56,4,540.03125,0,0,0,1028,1
1100073,56,5,652.48987,0,0,0,1028,1
1100073,56,6,679.15802,0,0,0,1028,1
1100120,57,3,372.98001,0,0,0,1174,0
1100120,57,4,497.52432,0,0,0,1174,0
1100120,57,5,531.62103,0,0,0,1174,0
1100120,57,6,588.5141,0,0,0,1174,0
1100081,58,3,417.28,1,0,1,999,0
1100081,58,4,506.20441,1,0,1,999,0
1100081,58,5,538.92767,1,0,1,999,0
1100081,58,6,639.87689,1,0,1,999,0
1100021,59,3,467,0,0,0,1180,1
1100021,59,4,571.17743,0,0,0,1180,1
1100021,59,5,626.48328,0,0,0,1180,1
1100021,59,6,678.10199,0,0,0,1180,1
1100081,60,3,355.66,0,0,0,999,0
1100081,60,4,452.97504,0,0,0,999,0
1100081,60,5,509.082,0,0,0,999,0
1100081,60,6,562.15405,0,0,0,999,0
1100021,61,3,493.22,0,0,0,1180,1
1100021,61,4,529.4364,0,0,0,1180,1
1100021,61,5,588.34021,0,0,0,1180,1
1100021,61,6,661.93219,0,0,0,1180,1
1100021,62,3,361.10001,0,0,1,1180,1
1100021,62,4,421.06296,0,0,1,1180,1
1100021,62,5,496.0787,0,0,1,1180,1
1100021,62,6,568.01428,0,0,1,1180,1
1100081,63,3,465.26001,0,0,1,999,0
1100081,63,4,606.02539,0,0,1,999,0
1100081,63,5,614.34686,0,0,1,999,0
1100081,63,6,634.43213,0,0,1,999,0
1100081,64,3,366.56,1,0,0,999,0
1100081,64,4,472.24994,1,0,0,999,0
1100081,64,5,510.69193,1,0,0,999,0
1100081,64,6,554.37823,1,0,0,999,0
1100081,65,3,354.16,1,1,1,999,0
1100081,65,4,352.51584,1,1,1,999,0
1100081,65,5,453.97278,1,1,1,999,0
1100081,65,6,545.35938,1,1,1,999,0
1100081,66,3,375.60001,1,0,1,999,0
1100081,66,4,468.93109,1,0,1,999,0
1100081,66,5,568.27802,1,0,1,999,0
1100081,66,6,591.91901,1,0,1,999,0
1100021,67,3,413.06,0,0,1,1180,1
1100021,67,4,523.94751,0,0,1,1180,1
1100021,67,5,575.95612,0,0,1,1180,1
1100021,67,6,598.966,0,0,1,1180,1
1100021,68,3,378.56,0,0,0,1180,1
1100021,68,4,435.10431,0,0,0,1180,1
1100021,68,5,517.37933,0,0,0,1180,1
1100021,68,6,581.11139,0,0,0,1180,1
1100021,69,3,405.73999,1,0,0,1180,1
1100021,69,4,420.68002,1,0,0,1180,1
1100021,69,5,492.23965,1,0,0,1180,1
1100021,69,6,584.60834,1,0,0,1180,1
1100021,70,3,359,0,0,0,1180,1
1100021,70,4,416.72296,0,0,0,1180,1
1100021,70,5,507.59592,0,0,0,1180,1
1100021,70,6,509.71216,0,0,0,1180,1
1100081,71,3,335.5,1,0,1,999,0
1100081,71,4,457.18744,1,0,1,999,0
1100081,71,5,497.31711,1,0,1,999,0
1100081,71,6,526.37933,1,0,1,999,0
1100081,72,3,376.22,1,0,1,999,0
1100081,72,4,473.65411,1,0,1,999,0
1100081,72,5,510.07275,1,0,1,999,0
1100081,72,6,529.25397,1,0,1,999,0
1100081,73,3,351.94,1,0,0,999,0
1100081,73,4,477.99411,1,0,0,999,0
1100081,73,5,498.4317,1,0,0,999,0
1100081,73,6,466.34241,1,0,0,999,0
1100021,74,3,429.14001,0,0,0,1180,1
1100021,74,4,502.50262,0,0,0,1180,1
1100021,74,5,570.75482,0,0,0,1180,1
1100021,74,6,600.93115,0,0,0,1180,1
1100081,75,3,354.42001,0,0,0,999,0
1100081,75,4,459.9957,0,0,0,999,0
1100081,75,5,480.59857,0,0,0,999,0
1100081,75,6,507.49179,0,0,0,999,0
1100021,76,3,563.5,0,0,0,1180,1
1100021,76,4,599.26007,0,0,0,1180,1
1100021,76,5,644.81177,0,0,0,1180,1
1100021,76,6,619.96735,0,0,0,1180,1
1100021,77,3,375.57999,0,0,0,1180,1
1100021,77,4,475.05823,0,0,0,1180,1
1100021,77,5,525.0575,0,0,0,1180,1
1100021,77,6,625.86395,0,0,0,1180,1
1100021,78,3,522.44,1,0,1,1180,1
1100021,78,4,616.49255,1,0,1,1180,1
1100021,78,5,711.56201,1,0,1,1180,1
1100021,78,6,719.94019,1,0,1,1180,1
1100081,79,3,437.78,1,0,0,999,0
1100081,79,4,501.09848,1,0,0,999,0
1100081,79,5,543.75751,1,0,0,999,0
1100081,79,6,568.46655,1,0,0,999,0
1100081,80,3,380.79999,1,0,0,999,0
1100081,80,4,448.89029,1,0,0,999,0
1100081,80,5,462.76547,1,0,0,999,0
1100081,80,6,566.43176,1,0,0,999,0
1100021,81,3,450.04001,0,0,1,1180,1
1100021,81,4,556.8808,0,0,1,1180,1
1100021,81,5,564.81042,0,0,1,1180,1
1100021,81,6,622.44983,0,0,1,1180,1
1100021,82,3,480.98001,0,0,0,1180,1
1100021,82,4,540.92474,0,0,0,1180,1
1100021,82,5,614.22302,0,0,0,1180,1
1100021,82,6,663.44867,0,0,0,1180,1
1100081,83,3,350.22,0,0,0,999,0
1100081,83,4,413.65939,0,0,0,999,0
1100081,83,5,503.75687,0,0,0,999,0
1100081,83,6,535.81445,0,0,0,999,0
1100081,84,3,466.85999,1,0,1,999,0
1100081,84,4,497.52432,1,0,1,999,0
1100081,84,5,553.16937,1,0,1,999,0
1100081,84,6,633.80304,1,0,1,999,0
1100021,85,3,479.73999,1,0,0,1180,1
1100021,85,4,585.98462,1,0,0,1180,1
1100021,85,5,627.35016,1,0,0,1180,1
1100021,85,6,672.8512,1,0,0,1180,1
1100081,86,3,435.98001,1,0,0,999,0
1100081,86,4,509.01266,1,0,0,999,0
1100081,86,5,489.63895,1,0,0,999,0
1100081,86,6,565.94354,1,0,0,999,0
1100081,87,3,438.42001,1,0,0,999,0
1100081,87,4,484.88712,1,0,0,999,0
1100081,87,5,509.7012,1,0,0,999,0
1100081,87,6,519.32977,1,0,0,999,0
1100021,88,3,462.54001,1,0,0,1180,1
1100021,88,4,473.01584,1,0,0,1180,1
1100021,88,5,562.45746,1,0,0,1180,1
1100021,88,6,616.68854,1,0,0,1180,1
1100081,89,3,442,0,0,0,999,0
1100081,89,4,501.73672,0,0,0,999,0
1100081,89,5,546.35815,0,0,0,999,0
1100081,89,6,573.84912,0,0,0,999,0
1100081,90,3,492.23999,1,0,0,999,0
1100081,90,4,527.9046,1,0,0,999,0
1100081,90,5,558.61841,1,0,0,999,0
1100081,90,6,641.94739,1,0,0,999,0
1100021,91,3,421.60001,1,0,0,1180,1
1100021,91,4,501.35379,1,0,0,1180,1
1100021,91,5,526.41974,1,0,0,1180,1
1100021,91,6,577.73505,1,0,0,1180,1
1100021,92,3,469.84,0,0,0,1180,1
1100021,92,4,599.00476,0,0,0,1180,1
1100021,92,5,649.39386,0,0,0,1180,1
1100021,92,6,664.41455,0,0,0,1180,1
1100081,93,3,524.88,1,0,0,999,0
1100081,93,4,548.07306,1,0,0,999,0
1100081,93,5,631.80841,1,0,0,999,0
1100081,93,6,643.24762,1,0,0,999,0
1100021,94,3,505.48001,1,0,0,1180,1
1100021,94,4,602.57886,1,0,0,1180,1
1100021,94,5,617.93823,1,0,0,1180,1
1100021,94,6,683.78003,1,0,0,1180,1
1100081,95,3,587.23999,0,0,0,999,0
1100081,95,4,693.33685,0,0,0,999,0
1100081,95,5,719.85938,0,0,0,999,0
1100081,95,6,736.84839,0,0,0,999,0
1100021,96,3,459.70001,0,0,0,1180,1
1100021,96,4,582.7934,0,0,0,1180,1
1100021,96,5,618.80511,0,0,0,1180,1
1100021,96,6,679.70862,0,0,0,1180,1
1100021,97,3,516,0,0,1,1180,1
1100021,97,4,623.89618,0,0,1,1180,1
1100021,97,5,672.42822,0,0,1,1180,1
1100021,97,6,724.85809,0,0,1,1180,1
1100081,98,3,407.23999,1,0,0,999,0
1100081,98,4,515.90564,1,0,0,999,0
1100081,98,5,551.06409,1,0,0,999,0
1100081,98,6,596.45264,1,0,0,999,0
1100021,99,3,554.58002,1,0,0,1180,1
1100021,99,4,663.72241,1,0,0,1180,1
1100021,99,5,694.84351,1,0,0,1180,1
1100021,99,6,719.94019,1,0,0,1180,1
1100081,100,3,427.16,1,0,0,999,0
1100081,100,4,495.22668,1,0,0,999,0
1100081,100,5,543.0144,1,0,0,999,0
1100081,100,6,561.72174,1,0,0,999,0
1100081,101,3,356.04001,0,0,0,999,0
1100081,101,4,491.90781,0,0,0,999,0
1100081,101,5,481.34161,0,0,0,999,0
1100081,101,6,588.88324,0,0,0,999,0
1100021,102,3,347.88,0,0,0,1180,1
1100021,102,4,481.05771,0,0,0,1180,1
1100021,102,5,582.39587,0,0,0,1180,1
1100021,102,6,612.65576,0,0,0,1180,1
1100021,103,3,368.01999,1,0,0,1180,1
1100021,103,4,491.39719,1,0,0,1180,1
1100021,103,5,514.40717,1,0,0,1180,1
1100021,103,6,563.02942,1,0,0,1180,1
1100021,104,3,398.22,1,0,0,1180,1
1100021,104,4,515.39508,1,0,0,1180,1
1100021,104,5,561.59058,1,0,0,1180,1
1100021,104,6,596.5191,1,0,0,1180,1
1100021,105,3,575.73999,1,0,0,1180,1
1100021,105,4,615.599,1,0,0,1180,1
1100021,105,5,685.67926,1,0,0,1180,1
1100021,105,6,700.39221,1,0,0,1180,1
1100021,106,3,465.98001,1,0,0,1180,1
1100021,106,4,601.94067,1,0,0,1180,1
1100021,106,5,605.55414,1,0,0,1180,1
1100021,106,6,664.64856,1,0,0,1180,1
1100081,107,3,314.95999,1,0,1,999,0
1100081,107,4,376.5137,1,0,1,999,0
1100081,107,5,471.43433,1,0,1,999,0
1100081,107,6,510.14948,1,0,1,999,0
1100021,108,3,595.41998,0,0,1,1180,1
1100021,108,4,652.23407,0,0,1,1180,1
1100021,108,5,668.21765,0,0,1,1180,1
1100021,108,6,709.10828,0,0,1,1180,1
1100081,109,3,317.06,1,0,0,999,0
1100081,109,4,445.06085,1,0,0,999,0
1100081,109,5,490.01047,1,0,0,999,0
1100081,109,6,530.58783,1,0,0,999,0
1100021,110,3,429.64001,0,0,1,1180,1
1100021,110,4,591.72882,0,0,1,1180,1
1100021,110,5,579.54755,0,0,1,1180,1
1100021,110,6,680.79163,0,0,1,1180,1
1100021,111,3,461.66,0,0,1,1180,1
1100021,111,4,645.21344,0,0,1,1180,1
1100021,111,5,688.52759,0,0,1,1180,1
1100021,111,6,697.79962,0,0,1,1180,1
1100081,112,3,387.06,0,0,0,999,0
1100081,112,4,484.63184,0,0,0,999,0
1100081,112,5,498.43167,0,0,0,999,0
1100081,112,6,567.8714,0,0,0,999,0
1100021,113,3,477.76001,1,0,1,1180,1
1100021,113,4,594.28174,1,0,1,1180,1
1100021,113,5,627.84552,1,0,1,1180,1
1100021,113,6,669.62537,1,0,1,1180,1
1100021,114,3,441.64001,0,0,0,1180,1
1100021,114,4,523.94751,0,0,0,1180,1
1100021,114,5,579.42371,0,0,0,1180,1
1100021,114,6,641.97906,0,0,0,1180,1
1100021,115,3,450.20001,0,0,0,1180,1
1100021,115,4,541.69067,0,0,0,1180,1
1100021,115,5,634.03754,0,0,0,1180,1
1100021,115,6,643.58148,0,0,0,1180,1
1100021,116,3,435.57999,1,0,0,1180,1
1100021,116,4,545.77539,1,0,0,1180,1
1100021,116,5,573.85083,1,0,0,1180,1
1100021,116,6,609.31769,1,0,0,1180,1
1100081,117,3,405.89999,0,0,0,999,0
1100081,117,4,385.70435,0,0,0,999,0
1100081,117,5,525.18134,0,0,0,999,0
1100081,117,6,540.67975,0,0,0,999,0
1100081,118,3,348.60001,0,0,1,999,0
1100081,118,4,404.59631,0,0,1,999,0
1100081,118,5,458.43103,0,0,1,999,0
1100081,118,6,538.25238,0,0,1,999,0
1100021,119,3,448.06,1,0,1,1180,1
1100021,119,4,572.32623,1,0,1,1180,1
1100021,119,5,614.09918,1,0,1,1180,1
1100021,119,6,650.54907,1,0,1,1180,1
1100081,120,3,438.56,1,0,0,999,0
1100081,120,4,507.22559,1,0,0,999,0
1100081,120,5,540.28992,1,0,0,999,0
1100081,120,6,587.52771,1,0,0,999,0
1100021,121,3,408.85999,1,0,0,1180,1
1100021,121,4,542.58417,1,0,0,1180,1
1100021,121,5,599.85742,1,0,0,1180,1
1100021,121,6,624.79474,1,0,0,1180,1
1100021,122,3,533.94,0,0,1,1180,1
1100021,122,4,576.1557,0,0,1,1180,1
1100021,122,5,615.70911,0,0,1,1180,1
1100021,122,6,722.15698,0,0,1,1180,1
1100021,123,3,419.62,1,0,1,1180,1
1100021,123,4,530.71289,1,0,1,1180,1
1100021,123,5,601.71509,1,0,1,1180,1
1100021,123,6,649.85779,1,0,1,1180,1
1100021,124,3,465.14001,1,0,0,1180,1
1100021,124,4,529.94702,1,0,0,1180,1
1100021,124,5,580.41443,1,0,0,1180,1
1100021,124,6,664.64856,1,0,0,1180,1
1100021,125,3,311.64001,1,0,1,1180,1
1100021,125,4,409.19171,1,0,1,1180,1
1100021,125,5,483.19925,1,0,1,1180,1
1100021,125,6,555.78412,1,0,1,1180,1
1100021,126,3,471.32001,1,0,0,1180,1
1100021,126,4,521.64984,1,0,0,1180,1
1100021,126,5,582.7674,1,0,0,1180,1
1100021,126,6,615.70203,1,0,0,1180,1
1100021,127,3,425.29999,0,0,1,1180,1
1100021,127,4,477.10059,0,0,1,1180,1
1100021,127,5,565.42963,0,0,1,1180,1
1100021,127,6,643.58148,0,0,1,1180,1
1100021,128,3,446.84,1,0,0,1180,1
1100021,128,4,524.71338,1,0,0,1180,1
1100021,128,5,597.75214,1,0,0,1180,1
1100021,128,6,615.07843,1,0,0,1180,1
1100021,129,3,381.54001,1,0,1,1180,1
1100021,129,4,475.69644,1,0,1,1180,1
1100021,129,5,487.16217,1,0,1,1180,1
1100021,129,6,544.88757,1,0,1,1180,1
1100021,130,3,458.95999,1,0,0,1180,1
1100021,130,4,543.3501,1,0,0,1180,1
1100021,130,5,635.27594,1,0,0,1180,1
1100021,130,6,700.50769,1,0,0,1180,1
1100021,131,3,411.98001,1,0,0,1180,1
1100021,131,4,560.45496,1,0,0,1180,1
1100021,131,5,604.8111,1,0,0,1180,1
1100021,131,6,636.92883,1,0,0,1180,1
1100021,132,3,453.14001,0,0,0,1180,1
1100021,132,4,537.6059,0,0,0,1180,1
1100021,132,5,624.74951,0,0,0,1180,1
1100021,132,6,681.35663,0,0,0,1180,1
1100021,133,3,375.57999,0,0,1,1180,1
1100021,133,4,489.35483,0,0,1,1180,1
1100021,133,5,539.42303,0,0,1,1180,1
1100021,133,6,624.53516,0,0,1,1180,1
1100021,134,3,332.51999,0,0,0,1180,1
1100021,134,4,449.65619,0,0,0,1180,1
1100021,134,5,469.94827,0,0,0,1180,1
1100021,134,6,538.30756,0,0,0,1180,1
1100021,135,3,372.26001,1,0,1,1180,1
1100021,135,4,513.60803,1,0,1,1180,1
1100021,135,5,534.22174,1,0,1,1180,1
1100021,135,6,600.74237,1,0,1,1180,1
1100085,136,3,373.10001,1,0,0,1030,0
1100085,136,4,437.40195,1,0,0,1030,0
1100085,136,5,517.13171,1,0,0,1030,0
1100085,136,6,497.28687,1,0,0,1030,0
1100085,137,3,451.56,0,0,0,1030,0
1100085,137,4,453.99622,0,0,0,1030,0
1100085,137,5,518.61774,0,0,0,1030,0
1100085,137,6,577.41144,0,0,0,1030,0
1100085,138,3,469.35999,0,0,0,1030,0
1100085,138,4,547.94543,0,0,0,1030,0
1100085,138,5,619.30048,0,0,0,1030,0
1100085,138,6,639.99164,0,0,0,1030,0
1100085,139,3,430.38,1,0,0,1030,0
1100085,139,4,498.03491,1,0,0,1030,0
1100085,139,5,512.6734,1,0,0,1030,0
1100085,139,6,567.67297,1,0,0,1030,0
1100085,140,3,410.34,1,0,0,1030,0
1100085,140,4,512.33154,1,0,0,1030,0
1100085,140,5,548.21576,1,0,0,1030,0
1100085,140,6,578.52911,1,0,0,1030,0
1100085,141,3,377.94,1,0,1,1030,0
1100085,141,4,429.61539,1,0,1,1030,0
1100085,141,5,455.45886,1,0,1,1030,0
1100085,141,6,497.77625,1,0,1,1030,0
1100085,142,3,386.10001,1,0,1,1030,0
1100085,142,4,432.04071,1,0,1,1030,0
1100085,142,5,453.84897,1,0,1,1030,0
1100085,142,6,514.2287,1,0,1,1030,0
1100085,143,3,465.14001,0,0,0,1030,0
1100085,143,4,526.11755,0,0,0,1030,0
1100085,143,5,614.59454,0,0,0,1030,0
1100085,143,6,704.62823,0,0,0,1030,0
1100085,144,3,355.42001,0,0,0,1030,0
1100085,144,4,425.65829,0,0,0,1030,0
1100085,144,5,444.31317,0,0,0,1030,0
1100085,144,6,584.71942,0,0,0,1030,0
1100085,145,3,364.57999,0,0,0,1030,0
1100085,145,4,415.44644,0,0,0,1030,0
1100085,145,5,534.0979,0,0,0,1030,0
1100085,145,6,493.4985,0,0,0,1030,0
1100085,146,3,315.10001,0,0,0,1030,0
1100085,146,4,391.19324,0,0,0,1030,0
1100085,146,5,465.11844,0,0,0,1030,0
1100085,146,6,515.08185,0,0,0,1030,0
1100085,147,3,435.22,0,0,0,1030,0
1100085,147,4,526.7558,0,0,0,1030,0
